gene_id_Zm	OG	module_num	module_color	sink_source	hub_ranking_kME	description (maizeGDB's maizemine)
Zm00001eb015420	OG0009671	5	green	not_associated	0.75283305	Mitochondrial import receptor subunit TOM40-1
Zm00001eb169830	OG0009671	5	green	not_associated	0.75283305	
Zm00001eb395490	OG0009671	5	green	not_associated	0.75283305	Mitochondrial import receptor subunit TOM40-1
Zm00001eb181150	OG0014635	5	green	not_associated	0.74933158	DDT domain-containing protein
Zm00001eb119650	OG0011761	5	green	not_associated	0.74760303	Peptidase C
Zm00001eb005380	OG0023019	5	green	not_associated	0.7470345	#N/A
Zm00001eb004420	OG0012614	5	green	not_associated	0.74411328	#N/A
Zm00001eb403260	OG0012614	5	green	not_associated	0.74411328	Evolutionarily conserved C-terminal region 2
Zm00001eb110880	OG0013771	5	green	not_associated	0.74294137	Protein EARLY RESPONSIVE TO DEHYDRATION 15
Zm00001eb329900	OG0013771	5	green	not_associated	0.74294137	Protein EARLY RESPONSIVE TO DEHYDRATION 15
Zm00001eb319090	OG0009195	5	green	not_associated	0.74012498	Homeodomain leucine zipper family IV protein
Zm00001eb403650	OG0010471	5	green	not_associated	0.73678948	
Zm00001eb133150	OG0019289	5	green	not_associated	0.73555996	E3 ubiquitin-protein ligase RGLG2
Zm00001eb013350	OG0007544	5	green	not_associated	0.72989372	
Zm00001eb274630	OG0007544	5	green	not_associated	0.72989372	
Zm00001eb365520	OG0006548	5	green	not_associated	0.72971219	Acyl activating enzyme
Zm00001eb434030	OG0006548	5	green	not_associated	0.72971219	4-coumarate--CoA ligase-like 10
Zm00001eb063310	OG0015600	5	green	not_associated	0.72791651	
Zm00001eb242470	OG0014645	5	green	not_associated	0.72572951	
Zm00001eb213990	OG0012225	5	green	not_associated	0.71811873	thioredoxin-like protein HCF164
Zm00001eb180950	OG0008562	5	green	not_associated	0.71583391	Chaperone protein dnaJ-related
Zm00001eb241730	OG0008562	5	green	not_associated	0.71583391	Chaperone protein dnaJ-related
Zm00001eb112400	OG0011471	5	green	not_associated	0.71479387	Transposon protein
Zm00001eb040770	OG0009401	5	green	not_associated	0.71179895	Formin Homology 14
Zm00001eb355650	OG0019691	5	green	not_associated	0.70846006	Tyrosine sulfotransferase-like protein
Zm00001eb172130	OG0005340	5	green	not_associated	0.70570988	KH type-2 domain-containing protein
Zm00001eb327250	OG0005340	5	green	not_associated	0.70570988	KH type-2 domain-containing protein
Zm00001eb002250	OG0005415	5	green	not_associated	0.70364963	MLO protein homolog 1
Zm00001eb064620	OG0012156	5	green	not_associated	0.70335879	Cobalt ion binding
Zm00001eb049890	OG0016707	5	green	not_associated	0.70104608	Four ACT domain ACT domain protein which protein
Zm00001eb266820	OG0004395	5	green	not_associated	0.69618373	
Zm00001eb266840	OG0004395	5	green	not_associated	0.69618373	Metallothionein-like protein 2C
Zm00001eb355770	OG0004395	5	green	not_associated	0.69618373	Metallothionein-like protein 2C
Zm00001eb161200	OG0004996	5	green	not_associated	0.69503105	Strigolactone esterase D14
Zm00001eb370090	OG0022072	5	green	not_associated	0.69193319	Casein kinase I-like protein HRR25
Zm00001eb007250	OG0021464	5	green	not_associated	0.68838254	#N/A
Zm00001eb156650	OG0005655	5	green	not_associated	0.68796379	Long chain acyl-CoA synthetase 4
Zm00001eb086040	OG0012613	5	green	not_associated	0.68793477	Mitochondrial import inner membrane translocase
Zm00001eb358730	OG0008801	5	green	not_associated	0.68792015	Mitochondrial import receptor subunit TOM7-1
Zm00001eb028020	OG0016899	5	green	not_associated	0.68635046	MFS domain-containing protein
Zm00001eb341670	OG0014966	5	green	not_associated	0.68457023	NAD(P)-binding Rossmann-fold superfamily protein
Zm00001eb036440	OG0020108	5	green	not_associated	0.68408402	Proteasome subunit beta
Zm00001eb297280	OG0010937	5	green	not_associated	0.68303041	TATA-binding protein-associated factor BTAF1
Zm00001eb434490	OG0018916	5	green	not_associated	0.67919561	BTB/POZ domain-containing protein TNFAIP1 isoform 2
Zm00001eb087020	OG0015639	5	green	not_associated	0.6735738	Dus domain-containing protein
Zm00001eb346620	OG0022886	5	green	not_associated	0.67126906	J domain-containing protein
Zm00001eb086260	OG0011252	5	green	not_associated	0.6709161	
Zm00001eb269510	OG0011252	5	green	not_associated	0.6709161	
Zm00001eb281670	OG0011252	5	green	not_associated	0.6709161	
Zm00001eb063990	OG0005349	5	green	not_associated	0.66578388	Mitochondrial inner membrane organizing system protein 1-like
Zm00001eb211000	OG0005349	5	green	not_associated	0.66578388	Mitochondrial inner membrane organizing system protein 1-like
Zm00001eb417500	OG0001996	5	green	not_associated	0.66562337	4HBT domain-containing protein
Zm00001eb417510	OG0001996	5	green	not_associated	0.66562337	1
Zm00001eb321700	OG0009210	5	green	not_associated	0.66159058	Peptidylprolyl isomerase
Zm00001eb354420	OG0019697	5	green	not_associated	0.66067848	Transducin family protein / WD-40 repeat family protein
Zm00001eb376880	OG0003071	5	green	not_associated	0.65998605	Trafficking protein particle complex subunit
Zm00001eb304430	OG0008849	5	green	not_associated	0.65966548	Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog
Zm00001eb231540	OG0008188	5	green	not_associated	0.65550937	L-aspartate oxidase
Zm00001eb063300	OG0009277	5	green	not_associated	0.65180327	RNA helicase
Zm00001eb211400	OG0009277	5	green	not_associated	0.65180327	RNA helicase
Zm00001eb346870	OG0003206	5	green	not_associated	0.65032702	DLH domain-containing protein
Zm00001eb404630	OG0005999	5	green	not_associated	0.64955885	1-aminocyclopropane-1-carboxylate oxidase-like isoform X1
Zm00001eb157890	OG0003793	5	green	not_associated	0.64939133	vacuolar protein sorting-associated protein 25
Zm00001eb105770	OG0010541	5	green	not_associated	0.6458938	Dof zinc finger protein DOF1.4
Zm00001eb322390	OG0010541	5	green	not_associated	0.6458938	Dof zinc finger protein DOF1.4
Zm00001eb053880	OG0008941	5	green	not_associated	0.64451368	Alkaline ceramidase 3
Zm00001eb216900	OG0008941	5	green	not_associated	0.64451368	Alkaline ceramidase 3
Zm00001eb013660	OG0021436	5	green	not_associated	0.64068155	Gamma-interferon-inducible lysosomal thiol reductase
Zm00001eb146520	OG0005632	5	green	not_associated	0.63986511	TLC domain-containing protein
Zm00001eb366620	OG0005632	5	green	not_associated	0.63986511	TLC domain-containing protein
Zm00001eb190660	OG0019408	5	green	not_associated	0.63984988	Zn-dependent hydrolase
Zm00001eb220380	OG0013420	5	green	not_associated	0.63814367	CRM domain-containing protein
Zm00001eb033400	OG0010883	5	green	not_associated	0.63451178	Monofunctional riboflavin biosynthesis protein RIBA 3 chloroplastic
Zm00001eb139890	OG0008683	5	green	not_associated	0.63439409	Pentatricopeptide repeat-containing protein
Zm00001eb362270	OG0008683	5	green	not_associated	0.63439409	Pentatricopeptide repeat-containing protein
Zm00001eb081090	OG0017489	5	green	not_associated	0.63337249	Lipoyl synthase
Zm00001eb088850	OG0001516	5	green	not_associated	0.63300444	CBS domain-containing protein
Zm00001eb242920	OG0007560	5	green	not_associated	0.63172849	Peptidyl-prolyl cis-trans isomerase G
Zm00001eb039590	OG0004717	5	green	not_associated	0.63160132	Histidine-containing phosphotransfer protein 1
Zm00001eb176120	OG0004717	5	green	not_associated	0.63160132	Histidine-containing phosphotransfer protein 1
Zm00001eb114060	OG0019026	5	green	not_associated	0.63105907	Putative inactive receptor kinase RLK902
Zm00001eb201880	OG0019026	5	green	not_associated	0.63105907	Putative inactive receptor kinase RLK902
Zm00001eb033950	OG0017324	5	green	not_associated	0.62864889	WD-repeat protein-like
Zm00001eb194930	OG0004334	5	green	not_associated	0.62518419	Leucine-rich repeat family protein
Zm00001eb392890	OG0017637	5	green	not_associated	0.62328683	Beta-ketoacyl-[acyl-carrier-protein] synthase I
Zm00001eb347600	OG0006530	5	green	not_associated	0.62249503	Dehydration responsive factor 1 variant 1
Zm00001eb180060	OG0015733	5	green	not_associated	0.62023241	Anthranilate N-benzoyltransferase protein 2
Zm00001eb372660	OG0009721	5	green	not_associated	0.6165604	DRE binding factor
Zm00001eb430800	OG0015665	5	green	not_associated	0.61232311	Methyl-CpG-binding domain-containing protein 13-like isoform X1
Zm00001eb300950	OG0003552	5	green	not_associated	0.61062824	NADPH-dependent aldehyde reductase-like protein
Zm00001eb406880	OG0016308	5	green	not_associated	0.61060009	Glycine cleavage system P protein
Zm00001eb431440	OG0005442	5	green	not_associated	0.6073463	DIRP domain-containing protein
Zm00001eb057280	OG0012193	5	green	not_associated	0.60458608	Protein DCL
Zm00001eb152320	OG0016485	5	green	not_associated	0.60381717	
Zm00001eb384810	OG0020589	5	green	not_associated	0.60348112	FYVE-type domain-containing protein
Zm00001eb322180	OG0003023	5	green	not_associated	0.60185142	Protein DETOXIFICATION
Zm00001eb241080	OG0022517	5	green	not_associated	0.59624992	30S ribosomal protein S8
Zm00001eb152950	OG0020689	5	green	not_associated	0.59614641	reticulon-4-interacting protein 1
Zm00001eb190960	OG0009870	5	green	not_associated	0.59614458	PA domain-containing protein
Zm00001eb072480	OG0009436	5	green	not_associated	0.59462867	
Zm00001eb080120	OG0002650	5	green	not_associated	0.59203365	Post-GPI attachment to proteins factor 3
Zm00001eb424610	OG0002650	5	green	not_associated	0.59203365	Post-GPI attachment to proteins factor 3
Zm00001eb218890	OG0010259	5	green	not_associated	0.5919137	Nucleic acid binding protein
Zm00001eb310870	OG0016551	5	green	not_associated	0.59097694	Aminopeptidase
Zm00001eb212010	OG0018641	5	green	not_associated	0.58623345	
Zm00001eb185330	OG0009092	5	green	not_associated	0.5857041	Putative homeodomain-like transcription factor superfamily protein
Zm00001eb247860	OG0009092	5	green	not_associated	0.5857041	Putative homeodomain-like transcription factor superfamily protein
Zm00001eb328560	OG0005853	5	green	not_associated	0.58315636	phosphate metabolism protein 8 isoform X2
Zm00001eb308440	OG0005202	5	green	not_associated	0.58298504	Outer envelope pore protein 16-3
Zm00001eb107900	OG0005848	5	green	not_associated	0.58275128	transcription termination factor MTERF9
Zm00001eb226160	OG0004766	5	green	not_associated	0.58200711	RNA polymerase I specific transcription initiation factor RRN3 protein
Zm00001eb205560	OG0023608	5	green	not_associated	0.58160887	NB-ARC domain-containing protein
Zm00001eb081350	OG0018976	5	green	not_associated	0.58116343	Pentatricopeptide repeat-containing protein
Zm00001eb057570	OG0009310	5	green	not_associated	0.57969658	Cytochrome b5 heme-binding domain-containing protein
Zm00001eb214730	OG0009310	5	green	not_associated	0.57969658	Cytochrome b5 heme-binding domain-containing protein
Zm00001eb300910	OG0015298	5	green	not_associated	0.57527278	Putative transcriptional regulator SLK2
Zm00001eb173230	OG0015161	5	green	not_associated	0.57253717	Biogenesis of lysosome-related organelles complex 1 subunit 7
Zm00001eb228160	OG0018009	5	green	not_associated	0.57148325	Senescence domain-containing protein
Zm00001eb317230	OG0005766	5	green	not_associated	0.57004456	Light-mediated development protein DET1
Zm00001eb341540	OG0005766	5	green	not_associated	0.57004456	Light-mediated development protein DET1
Zm00001eb345540	OG0020156	5	green	not_associated	0.56995423	CCT domain-containing protein
Zm00001eb189280	OG0010422	5	green	not_associated	0.56824167	PRELI/MSF1 domain-containing protein
Zm00001eb331920	OG0012084	5	green	not_associated	0.56792333	Acyl carrier protein
Zm00001eb260190	OG0005783	5	green	not_associated	0.56776975	UDP-galactose transporter 1
Zm00001eb246160	OG0007961	5	green	not_associated	0.56748415	Rhodanese-like domain-containing protein 11
Zm00001eb301890	OG0013652	5	green	not_associated	0.56419347	Pituitary adenylate cyclase-activating polypeptide type I receptor like
Zm00001eb299190	OG0013632	5	green	not_associated	0.56418216	Plastid division protein PDV2
Zm00001eb282810	OG0016762	5	green	not_associated	0.56307316	GATA-type domain-containing protein
Zm00001eb164590	OG0008389	5	green	not_associated	0.55901205	35 kDa SR repressor protein
Zm00001eb426760	OG0017457	5	green	not_associated	0.55886143	Photosynthetic NDH subunit of lumenal location 3 like
Zm00001eb101220	OG0019851	5	green	not_associated	0.55776982	
Zm00001eb141250	OG0005624	5	green	not_associated	0.55536155	
Zm00001eb364310	OG0005624	5	green	not_associated	0.55536155	
Zm00001eb110930	OG0009254	5	green	not_associated	0.5546745	NAB domain-containing protein
Zm00001eb059310	OG0017076	5	green	not_associated	0.55308409	mitochondrial import inner membrane translocase subunit TIM14-3-like
Zm00001eb324080	OG0020996	5	green	not_associated	0.54974653	Putative PAP-specific phosphatase
Zm00001eb191060	OG0017982	5	green	not_associated	0.54877404	silicon efflux transporter LSI2
Zm00001eb081380	OG0022201	5	green	not_associated	0.54814256	FSH1 domain-containing protein
Zm00001eb102000	OG0002627	5	green	not_associated	0.54799393	Epimerase domain-containing protein
Zm00001eb316940	OG0002627	5	green	not_associated	0.54799393	Epimerase domain-containing protein
Zm00001eb251510	OG0009116	5	green	not_associated	0.54794666	Secretory carrier-associated membrane protein
Zm00001eb058500	OG0005358	5	green	not_associated	0.54741828	Thylakoidal processing peptidase 1 chloroplastic
Zm00001eb058520	OG0005358	5	green	not_associated	0.54741828	Peptidase/ serine-type peptidase
Zm00001eb214120	OG0005358	5	green	not_associated	0.54741828	Peptidase/ serine-type peptidase
Zm00001eb277260	OG0017236	5	green	not_associated	0.54733957	
Zm00001eb257670	OG0017972	5	green	not_associated	0.54728606	probable steroid-binding protein 3
Zm00001eb054280	OG0011778	5	green	not_associated	0.54706572	
Zm00001eb274380	OG0024401	5	green	not_associated	0.54689452	Aluminum-activated malate transporter 12
Zm00001eb311560	OG0018176	5	green	not_associated	0.54646091	Potassium transporter
Zm00001eb248510	OG0005799	5	green	not_associated	0.54488696	E3 ubiquitin-protein ligase RMA1H1
Zm00001eb123210	OG0013350	5	green	not_associated	0.54458436	NAB domain-containing protein
Zm00001eb305930	OG0022349	5	green	not_associated	0.54328378	ATG8-interacting protein 1
Zm00001eb411260	OG0007622	5	green	not_associated	0.54000077	Diacylglycerol kinase
Zm00001eb322210	OG0020992	5	green	not_associated	0.53972275	Glycosyltransferase
Zm00001eb056700	OG0004008	5	green	not_associated	0.53971513	Ribosomal protein S10
Zm00001eb215210	OG0004008	5	green	not_associated	0.53971513	Ribosomal protein S10
Zm00001eb123280	OG0016642	5	green	not_associated	0.53690577	Proactivator polypeptide-like protein 1
Zm00001eb267710	OG0015092	5	green	not_associated	0.53689704	Putative serine/threonine-protein kinase At1g01540 family
Zm00001eb320540	OG0012093	5	green	not_associated	0.53661608	probable anion transporter 6
Zm00001eb398560	OG0017708	5	green	not_associated	0.53368261	Transmembrane protein
Zm00001eb190380	OG0010434	5	green	not_associated	0.53325956	E3 ubiquitin protein ligase RIE1
Zm00001eb253840	OG0010434	5	green	not_associated	0.53325956	E3 ubiquitin-protein ligase At4g11680 family
Zm00001eb336570	OG0010434	5	green	not_associated	0.53325956	
Zm00001eb053740	OG0016686	5	green	not_associated	0.53303908	50S ribosomal protein L18
Zm00001eb256090	OG0011383	5	green	not_associated	0.53272645	Glutaredoxin-like protein (Fragment)
Zm00001eb195380	OG0002162	5	green	not_associated	0.5314974	Bromo-adjacent homology (BAH) domain-containing protein
Zm00001eb291800	OG0002657	5	green	not_associated	0.5310816	
Zm00001eb076800	OG0020232	5	green	not_associated	0.52360729	Isochorismatase domain-containing protein
Zm00001eb154120	OG0020695	5	green	not_associated	0.52340052	Pathogenesis-related family protein isoform 1
Zm00001eb334130	OG0011717	5	green	not_associated	0.52243539	
Zm00001eb173070	OG0005774	5	green	not_associated	0.52137757	Transcription factor ILR3
Zm00001eb383710	OG0005774	5	green	not_associated	0.52137757	Transcription factor ILR3
Zm00001eb416800	OG0005774	5	green	not_associated	0.52137757	Transcription factor ILR3
Zm00001eb284320	OG0021842	5	green	not_associated	0.51739803	Glyoxalase I
Zm00001eb153470	OG0010026	5	green	not_associated	0.51685585	Putative ethylene responsive protein
Zm00001eb370870	OG0010026	5	green	not_associated	0.51685585	AP2/ERF domain-containing protein
Zm00001eb188980	OG0010420	5	green	not_associated	0.51670898	Outer envelope membrane protein 7
Zm00001eb442030	OG0010420	5	green	not_associated	0.51670898	Outer envelope membrane protein 7
Zm00001eb402300	OG0017743	5	green	not_associated	0.51660242	AvrRpt-cleavage domain-containing protein
Zm00001eb317480	OG0018545	5	green	not_associated	0.51405999	Peptidylprolyl isomerase
Zm00001eb344850	OG0007348	5	green	not_associated	0.51234128	AAA domain-containing protein
Zm00001eb125120	OG0004381	5	green	not_associated	0.51116493	Protein SAR DEFICIENT 1
Zm00001eb335390	OG0004381	5	green	not_associated	0.51116493	Protein SAR DEFICIENT 1
Zm00001eb023350	OG0016917	5	green	not_associated	0.51060536	Transcription factor UNE10
Zm00001eb285960	OG0014172	5	green	not_associated	0.50924405	Protein DETOXIFICATION
Zm00001eb251090	OG0019774	5	green	not_associated	0.50882056	Structural constituent of ribosome
Zm00001eb271180	OG0001739	5	green	not_associated	0.5079976	PEBP
Zm00001eb338650	OG0001739	5	green	not_associated	0.5079976	Phosphatidylethanolamine-binding protein PEBP
Zm00001eb364450	OG0003021	5	green	not_associated	0.50787592	
Zm00001eb364460	OG0003021	5	green	not_associated	0.50787592	
Zm00001eb158740	OG0016526	5	green	not_associated	0.50676336	Putative isoprenylcysteine alpha-carbonyl methylesterase ICMEL1
Zm00001eb408720	OG0015397	5	green	not_associated	0.50453438	AB hydrolase-1 domain-containing protein
Zm00001eb258670	OG0016329	5	green	not_associated	0.50443743	PPPDE domain-containing protein
Zm00001eb022930	OG0019087	5	green	not_associated	0.50328058	Branched-chain-amino-acid aminotransferase
Zm00001eb321830	OG0015363	5	green	not_associated	0.50245661	C2 domain-containing protein
Zm00001eb328450	OG0008103	5	green	not_associated	0.49874232	serine/arginine-rich SC35-like splicing factor SCL33
Zm00001eb105190	OG0004022	5	green	not_associated	0.49774267	Glycosyltransferase
Zm00001eb244840	OG0009083	5	green	not_associated	0.49578928	protein ACTIVITY OF BC1 COMPLEX KINASE 8
Zm00001eb400850	OG0023537	5	green	not_associated	0.49199475	Acyl carrier protein
Zm00001eb297390	OG0021209	5	green	not_associated	0.49178244	Hypersensitive-induced response protein 1
Zm00001eb325140	OG0001489	5	green	not_associated	0.49149356	CMP-sialic acid transporter 4
Zm00001eb412040	OG0001489	5	green	not_associated	0.49149356	CMP-sialic acid transporter 4
Zm00001eb320680	OG0006373	5	green	not_associated	0.49093524	Auxin efflux carrier
Zm00001eb419190	OG0001348	5	green	not_associated	0.48743137	Glutathione S-transferase GSTU6
Zm00001eb031560	OG0008623	5	green	not_associated	0.48233454	Transcription factor PIF4
Zm00001eb107420	OG0009228	5	green	not_associated	0.48171372	Adenylyl-sulfate kinase
Zm00001eb325100	OG0009228	5	green	not_associated	0.48171372	Adenylyl-sulfate kinase
Zm00001eb395610	OG0024690	5	green	not_associated	0.4807875	Non-intrinsic ABC protein 9
Zm00001eb020460	OG0009663	5	green	not_associated	0.47791421	LON peptidase N-terminal domain and RING finger protein 1
Zm00001eb120470	OG0018272	5	green	not_associated	0.47757681	Alpha/beta-Hydrolases superfamily protein
Zm00001eb372960	OG0005493	5	green	not_associated	0.47602637	MADS-box transcription factor 22
Zm00001eb342130	OG0002600	5	green	not_associated	0.47421871	WHy domain-containing protein
Zm00001eb344820	OG0002600	5	green	not_associated	0.47421871	WHy domain-containing protein
Zm00001eb154000	OG0004841	5	green	not_associated	0.4727961	Glycosyltransferase
Zm00001eb102230	OG0012865	5	green	not_associated	0.46838262	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
Zm00001eb239520	OG0005394	5	green	not_associated	0.46537293	Monosaccharide-sensing protein 2
Zm00001eb030650	OG0008619	5	green	not_associated	0.46468212	myosin heavy chain kinase C
Zm00001eb135250	OG0008619	5	green	not_associated	0.46468212	WD repeat-containing protein tag-125
Zm00001eb142170	OG0011493	5	green	not_associated	0.46092829	PsbP domain-containing protein
Zm00001eb369470	OG0023720	5	green	not_associated	0.46084756	Purple acid phosphatase
Zm00001eb058550	OG0009306	5	green	not_associated	0.45791462	CCG-binding protein 1
Zm00001eb214110	OG0009306	5	green	not_associated	0.45791462	CCG-binding protein 1
Zm00001eb225830	OG0022069	5	green	not_associated	0.45267041	Protein IRREGULAR XYLEM 15
Zm00001eb111510	OG0007174	5	green	not_associated	0.45162452	Non-specific serine/threonine protein kinase
Zm00001eb330590	OG0007174	5	green	not_associated	0.45162452	Non-specific serine/threonine protein kinase
Zm00001eb084300	OG0012602	5	green	not_associated	0.45035688	Uridine monophosphate kinase
Zm00001eb433310	OG0003886	5	green	not_associated	0.44814292	S-methyl-5-thioribose kinase
Zm00001eb058460	OG0007199	5	green	not_associated	0.44634108	Transcription factor HHO3
Zm00001eb214190	OG0007199	5	green	not_associated	0.44634108	HTH myb-type domain-containing protein
Zm00001eb085240	OG0020257	5	green	not_associated	0.44624237	ACT domain-containing protein ACR6
Zm00001eb009890	OG0016075	5	green	not_associated	0.43658439	#N/A
Zm00001eb404610	OG0012694	5	green	not_associated	0.43480723	Prephenate dehydratase
Zm00001eb112630	OG0009932	5	green	not_associated	0.42944908	Probable magnesium transporter
Zm00001eb168840	OG0009932	5	green	not_associated	0.42944908	Probable magnesium transporter
Zm00001eb104350	OG0012089	5	green	not_associated	0.42464118	High mobility group B protein 2
Zm00001eb320870	OG0012089	5	green	not_associated	0.42464118	High mobility group B protein 2
Zm00001eb109460	OG0015394	5	green	not_associated	0.42250229	Putative calcium-binding protein CML44
Zm00001eb100840	OG0018533	5	green	not_associated	0.42120671	Polcalcin Phl p 7-like
Zm00001eb061530	OG0008151	5	green	not_associated	0.4177104	5'-adenylylsulfate reductase-like 5
Zm00001eb212580	OG0008151	5	green	not_associated	0.4177104	5'-adenylylsulfate reductase-like 5
Zm00001eb406080	OG0006082	5	green	not_associated	0.41580919	RING-H2 finger protein ATL74
Zm00001eb037110	OG0006516	5	green	not_associated	0.41278469	Stress up-regulated Nod 19
Zm00001eb200700	OG0003975	5	green	not_associated	0.41224759	NBS-LRR type protein (Fragment)
Zm00001eb343970	OG0020341	5	green	not_associated	0.4102055	GTPase Era
Zm00001eb153800	OG0018137	5	green	not_associated	0.40933127	Putative dual specificity protein phosphatase DSP8
Zm00001eb110130	OG0005852	5	green	not_associated	0.40536735	Putative calcium-binding protein CML45
Zm00001eb328350	OG0005852	5	green	not_associated	0.40536735	Putative calcium-binding protein CML45
Zm00001eb293740	OG0015974	5	green	not_associated	0.40433038	GATA transcription factor 12
Zm00001eb353470	OG0015974	5	green	not_associated	0.40433038	GATA transcription factor
Zm00001eb030220	OG0016344	5	green	not_associated	0.40364835	Early-responsive to dehydration protein
Zm00001eb108600	OG0007276	5	green	not_associated	0.40234173	DNA replication complex GINS protein SLD5
Zm00001eb410260	OG0014555	5	green	not_associated	0.39827162	Calmodulin-binding protein 60 G
Zm00001eb317130	OG0018544	5	green	not_associated	0.39533949	
Zm00001eb160260	OG0002641	5	green	not_associated	0.38733944	Elongation factor Ts
Zm00001eb241660	OG0006072	5	green	not_associated	0.3853113	E3 ubiquitin-protein ligase mib1
Zm00001eb385840	OG0020039	5	green	not_associated	0.38382795	6-hydroxynicotinate 3-monooxygenase
Zm00001eb131860	OG0011685	5	green	not_associated	0.37959801	Copper transport protein ATX1
Zm00001eb404120	OG0017314	5	green	not_associated	0.37609658	Stress-response A/B barrel domain-containing protein
Zm00001eb079310	OG0017476	5	green	not_associated	0.37304427	Steroid nuclear receptor ligand-binding
Zm00001eb042250	OG0001695	5	green	not_associated	0.3698387	UDP-glycosyltransferase 85A8
Zm00001eb081210	OG0001695	5	green	not_associated	0.3698387	Glycosyltransferase
Zm00001eb081230	OG0001695	5	green	not_associated	0.3698387	Glycosyltransferase
Zm00001eb102070	OG0001695	5	green	not_associated	0.3698387	Cytokinin-O-glucosyltransferase 2
Zm00001eb293540	OG0020320	5	green	not_associated	0.36862201	Alpha-MPP
Zm00001eb036050	OG0017330	5	green	not_associated	0.36281671	Ras-related protein ARA-4
Zm00001eb128490	OG0020753	5	green	not_associated	0.35017271	Transglutaminase family protein
Zm00001eb303010	OG0002208	5	green	not_associated	0.34865443	Methyltransferase
Zm00001eb034820	OG0002741	5	green	not_associated	0.34814586	PfkB domain-containing protein
Zm00001eb146390	OG0011526	5	green	not_associated	0.34493595	Peptide/nitrate transporter
Zm00001eb165770	OG0021319	5	green	not_associated	0.3389578	lipase isoform X1
Zm00001eb186540	OG0005302	5	green	not_associated	0.33770104	
Zm00001eb249490	OG0005302	5	green	not_associated	0.33770104	
Zm00001eb056550	OG0015485	5	green	not_associated	0.33604496	Serine hydroxymethyltransferase
Zm00001eb352790	OG0020313	5	green	not_associated	0.33437389	Cytosolic Fe-S cluster assembly factor like
Zm00001eb411020	OG0004522	5	green	not_associated	0.33214054	Carbohydrate transporter/ sugar porter
Zm00001eb310450	OG0018181	5	green	not_associated	0.33180522	Membrane protein-like
Zm00001eb162620	OG0009415	5	green	not_associated	0.32974456	Vacuolar cation/proton exchanger
Zm00001eb211960	OG0002837	5	green	not_associated	0.32431216	Cinnamoyl-CoA reductase 1
Zm00001eb211970	OG0002837	5	green	not_associated	0.32431216	Cinnamoyl-CoA reductase 1
Zm00001eb191350	OG0009866	5	green	not_associated	0.31720607	CBS domain-containing protein
Zm00001eb271420	OG0006638	5	green	not_associated	0.31316872	Putative esterase YitV
Zm00001eb028590	OG0005510	4	yellow	sink	0.8575365	Flap endonuclease
Zm00001eb136750	OG0005510	4	yellow	sink	0.8575365	
Zm00001eb096950	OG0014959	4	yellow	sink	0.8534056	
Zm00001eb127280	OG0008882	4	yellow	sink	0.83030818	Polyketide cyclase SnoaL-like domain-containing protein
Zm00001eb257910	OG0012995	4	yellow	sink	0.82896548	Aspartate aminotransferase
Zm00001eb025160	OG0003837	4	yellow	sink	0.82855773	Plastidal glycolate/glycerate translocator 1
Zm00001eb071110	OG0017281	4	yellow	sink	0.82063296	Putative quinate O-hydroxycinnamoyltransferase
Zm00001eb379940	OG0002779	4	yellow	sink	0.81425834	3-ketoacyl-CoA synthase
Zm00001eb085780	OG0017522	4	yellow	sink	0.78578418	
Zm00001eb135190	OG0003624	4	yellow	sink	0.78339369	Glycosyltransferase
Zm00001eb006020	OG0019188	4	yellow	sink	0.77899014	#N/A
Zm00001eb398840	OG0009679	4	yellow	sink	0.77888238	Thaumatin-like protein 1a
Zm00001eb424110	OG0011030	4	yellow	sink	0.7701943	Glyceraldehyde-3-phosphate dehydrogenase GAPA1 chloroplastic
Zm00001eb424150	OG0011030	4	yellow	sink	0.7701943	Glyceraldehyde-3-phosphate dehydrogenase GAPA1 chloroplastic
Zm00001eb424190	OG0011030	4	yellow	sink	0.7701943	Glyceraldehyde-3-phosphate dehydrogenase GAPA1 chloroplastic
Zm00001eb081810	OG0005978	4	yellow	sink	0.758652	Ferric reduction oxidase 7
Zm00001eb193240	OG0007582	4	yellow	sink	0.75765103	zinc finger protein 8
Zm00001eb256600	OG0007582	4	yellow	sink	0.75765103	Zinc finger protein 8
Zm00001eb049770	OG0011804	4	yellow	sink	0.75146846	5'-AMP-activated protein kinase beta-2 subunit protein
Zm00001eb386530	OG0009801	4	yellow	sink	0.75027488	Phosphatidic acid phosphatase-related /PAP2-related
Zm00001eb226020	OG0021128	4	yellow	sink	0.74863961	Polcalcin Jun o 2
Zm00001eb183400	OG0007957	4	yellow	sink	0.73890974	
Zm00001eb245680	OG0007957	4	yellow	sink	0.73890974	
Zm00001eb041760	OG0015737	4	yellow	sink	0.73803133	Ultraviolet-B receptor UVR8
Zm00001eb179510	OG0015737	4	yellow	sink	0.73803133	Ultraviolet-B receptor UVR8
Zm00001eb064130	OG0015430	4	yellow	sink	0.73749873	30S ribosomal protein S6 alpha
Zm00001eb189890	OG0009129	4	yellow	sink	0.73723804	calcium sensing receptor
Zm00001eb207670	OG0005373	4	yellow	sink	0.73712163	
Zm00001eb101270	OG0002014	4	yellow	sink	0.73701157	dicarboxylate transporter 2.1
